"","type","amount","oldbalanceOrg","newbalanceOrig","oldbalanceDest","newbalanceDest","isFraud","type_CASH_IN","type_CASH_OUT","type_DEBIT","type_PAYMENT","type_TRANSFER"
"1855","CASH_OUT",24782.31,0,0,266764.45,291546.76,0,0,1,0,0,0
"1856","CASH_OUT",169711.44,0,0,633764.95,803476.39,0,0,1,0,0,0
"1857","CASH_IN",137539.72,4381573.92,4519113.63,158640.7,21100.98,0,1,0,0,0,0
"1858","PAYMENT",3252.99,71405.82,68152.83,0,0,0,0,0,0,1,0
"1859","TRANSFER",55967.36,43148,0,6503.73,62471.09,0,0,0,0,0,1
"1860","CASH_OUT",113655.77,0,0,386665.42,500321.19,0,0,1,0,0,0
"1861","PAYMENT",2553.14,30622.01,28068.86,0,0,0,0,0,0,1,0
"1862","CASH_IN",259907.33,1175827.81,1435735.15,587304.85,327397.52,0,1,0,0,0,0
"1863","CASH_IN",23498.59,101465,124963.59,574294.38,271257.69,0,1,0,0,0,0
"1864","CASH_OUT",103267.46,280562,177294.54,7380688.7,7483956.16,0,0,1,0,0,0
"1865","CASH_IN",238651.61,52265,290916.61,0,0,0,1,0,0,0,0
"1866","CASH_IN",235469.62,1334787.94,1570257.55,459298.65,223829.03,0,1,0,0,0,0
"1867","CASH_OUT",45706.25,0,0,13484336.12,13530042.37,0,0,1,0,0,0
"1868","CASH_IN",246501.39,2791314.38,3037815.77,252575.99,6074.6,0,1,0,0,0,0
"1869","TRANSFER",1420137.5,59975,0,0,1420137.5,0,0,0,0,0,1
"1870","PAYMENT",22484.91,400333,377848.09,0,0,0,0,0,0,1,0
"1871","CASH_OUT",261732.27,0,0,790211.67,765416.38,0,0,1,0,0,0
"1872","PAYMENT",4736.53,0,0,0,0,0,0,0,0,1,0
"1873","PAYMENT",13787.45,20468,6680.55,0,0,0,0,0,0,1,0
"1874","PAYMENT",2960.37,21098,18137.63,0,0,0,0,0,0,1,0
"1875","CASH_OUT",128299.14,0,0,308071.92,436371.07,0,0,1,0,0,0
"1876","PAYMENT",19366.32,629799.75,610433.43,0,0,0,0,0,0,1,0
"1877","CASH_IN",371248.18,6890478.16,7261726.34,619444.29,248196.11,0,1,0,0,0,0
"1878","CASH_IN",394152.65,23883069.06,24277221.71,3965027.81,3570875.16,0,1,0,0,0,0
"1879","CASH_OUT",7531.23,82590,75058.77,149407.78,156939.01,0,0,1,0,0,0
"1880","CASH_OUT",136176.24,0,0,1748204.8,1884381.04,0,0,1,0,0,0
"1881","PAYMENT",10768.27,22880.15,12111.88,0,0,0,0,0,0,1,0
"1882","TRANSFER",1347163.18,0,0,5317516.98,7697775.12,0,0,0,0,0,1
"1883","CASH_IN",130759.59,51914,182673.59,660036.55,529276.96,0,1,0,0,0,0
"1884","CASH_OUT",297576.36,267807.88,0,0,297576.36,0,0,1,0,0,0
"1885","PAYMENT",691.78,62807,62115.22,0,0,0,0,0,0,1,0
"1886","PAYMENT",18336.21,50445,32108.79,0,0,0,0,0,0,1,0
"1887","CASH_OUT",196750.08,83666,0,0,196750.08,0,0,1,0,0,0
"1888","CASH_OUT",17228.73,0,0,166618.6,183847.34,0,0,1,0,0,0
"1889","CASH_OUT",176934.16,701,0,1117982.24,1294916.4,0,0,1,0,0,0
"1890","PAYMENT",6714.06,0,0,0,0,0,0,0,0,1,0
"1891","PAYMENT",17195.29,84723.85,67528.56,0,0,0,0,0,0,1,0
"1892","CASH_IN",60214.4,5362,65576.4,50259.2,0,0,1,0,0,0,0
"1893","PAYMENT",1978.2,98839.23,96861.03,0,0,0,0,0,0,1,0
"1894","TRANSFER",1618742.63,175,0,1044781.79,2663524.42,0,0,0,0,0,1
"1895","CASH_OUT",152249.71,80197,0,535375.34,687625.05,0,0,1,0,0,0
"1896","PAYMENT",7006.2,61290,54283.8,0,0,0,0,0,0,1,0
"1897","CASH_IN",132969.08,206283,339252.08,1332771.7,1199802.61,0,1,0,0,0,0
"1898","CASH_OUT",84961.18,0,0,9210094.08,9295055.26,0,0,1,0,0,0
"1899","PAYMENT",2954.2,6008,3053.8,0,0,0,0,0,0,1,0
"1900","CASH_OUT",233291.14,0,0,6479540.01,6712831.15,0,0,1,0,0,0
"1901","CASH_OUT",97454.2,0,0,378271.99,475726.19,0,0,1,0,0,0
"1902","CASH_OUT",61991.46,266890.59,204899.13,6744414.05,6806405.5,0,0,1,0,0,0
"1903","TRANSFER",273297.1,0,0,1434615.3,1707912.39,0,0,0,0,0,1
"1904","CASH_OUT",83003,16640,0,302819.2,385822.2,0,0,1,0,0,0
"1905","PAYMENT",17070.96,0,0,0,0,0,0,0,0,1,0
"1906","CASH_OUT",383561.73,0,0,1168691.72,1552253.45,0,0,1,0,0,0
"1907","CASH_IN",266435.47,30456,296891.47,1454641.33,1188205.86,0,1,0,0,0,0
"1908","PAYMENT",11706.68,19828,8121.32,0,0,0,0,0,0,1,0
"1909","TRANSFER",629073.3,0,0,976906.77,1605980.07,0,0,0,0,0,1
"1910","CASH_OUT",91492.17,40796,0,484958.51,576450.68,0,0,1,0,0,0
"1911","TRANSFER",672909,0,0,1627518.2,2300427.19,0,0,0,0,0,1
"1912","CASH_OUT",573705.95,0,0,2515796.03,3089501.98,0,0,1,0,0,0
"1913","CASH_IN",210850.75,90223,301073.75,41862.27,0,0,1,0,0,0,0
"1914","PAYMENT",3000.06,0,0,0,0,0,0,0,0,1,0
"1915","TRANSFER",63103.74,151780,88676.26,3054102.35,3117206.09,0,0,0,0,0,1
"1916","PAYMENT",16441.08,12130,0,0,0,0,0,0,0,1,0
"1917","CASH_OUT",183088.72,45284,0,7025231.74,7208320.46,0,0,1,0,0,0
"1918","CASH_OUT",47294.36,0,0,3049151.84,3096446.2,0,0,1,0,0,0
"1919","TRANSFER",570312.24,0,0,2190655.17,2760967.41,0,0,0,0,0,1
"1920","CASH_IN",75258.9,11672,86930.9,0,0,0,1,0,0,0,0
"1921","CASH_OUT",512141.4,0,0,1250472.15,1762613.55,0,0,1,0,0,0
"1922","CASH_OUT",157058.6,30898,0,357430.4,514489,0,0,1,0,0,0
"1923","CASH_IN",90999.92,14229653.17,14320653.08,1897409.55,1806409.63,0,1,0,0,0,0
"1924","CASH_OUT",31676.31,196943.15,165266.84,1219243.82,1250920.13,0,0,1,0,0,0
"1925","CASH_IN",488633.36,16065,504698.36,629754.19,141120.82,0,1,0,0,0,0
"1926","CASH_IN",186940.2,10966662.94,11153603.14,1639528.49,1452588.28,0,1,0,0,0,0
"1927","CASH_OUT",226779.15,71063,0,295786.5,522565.66,0,0,1,0,0,0
"1928","PAYMENT",13136.28,6694,0,0,0,0,0,0,0,1,0
"1929","PAYMENT",3372.61,0,0,0,0,0,0,0,0,1,0
"1930","CASH_IN",51424.33,6709038.26,6760462.59,1075909.04,1024484.71,0,1,0,0,0,0
"1931","PAYMENT",21799,0,0,0,0,0,0,0,0,1,0
"1932","PAYMENT",5471.59,27320,21848.41,0,0,0,0,0,0,1,0
"1933","CASH_OUT",225161.47,0,0,2689712.87,2914874.34,0,0,1,0,0,0
"1934","CASH_OUT",401432.23,1258,0,5160879.4,5562311.63,0,0,1,0,0,0
"1935","CASH_IN",361689.15,3101764.55,3463453.7,1875844.12,1395500.07,0,1,0,0,0,0
"1936","PAYMENT",4299.91,113676.51,109376.6,0,0,0,0,0,0,1,0
"1937","TRANSFER",89324.88,0,0,367638.74,456963.62,0,0,0,0,0,1
"1938","PAYMENT",16011.07,32353,16341.93,0,0,0,0,0,0,1,0
"1939","PAYMENT",8482.32,0,0,0,0,0,0,0,0,1,0
"1940","CASH_IN",74232.96,6732551.89,6806784.85,717840.26,643607.3,0,1,0,0,0,0
"1941","CASH_IN",129821.6,10416,140237.6,233031.32,103209.72,0,1,0,0,0,0
"1942","CASH_IN",284827.4,10863146,11147973.4,298061.87,13234.47,0,1,0,0,0,0
"1943","CASH_IN",68234.83,4494434.25,4562669.08,232445.48,164210.65,0,1,0,0,0,0
"1944","CASH_OUT",30557.97,0,0,1117933.74,1148491.71,0,0,1,0,0,0
"1945","CASH_IN",157425.6,16126485.5,16283911.1,271460.55,114034.95,0,1,0,0,0,0
"1946","CASH_IN",93516.16,0,93516.16,1302269.28,1208753.12,0,1,0,0,0,0
"1947","CASH_OUT",95748.57,0,0,2154076.44,2249825.02,0,0,1,0,0,0
"1948","PAYMENT",26867.31,0,0,0,0,0,0,0,0,1,0
"1949","PAYMENT",15101.32,0,0,0,0,0,0,0,0,1,0
"1950","PAYMENT",32626.66,0,0,0,0,0,0,0,0,1,0
"1951","PAYMENT",10172.42,0,0,0,0,0,0,0,0,1,0
"1952","CASH_IN",228613.43,517446.17,746059.6,929438.66,700825.24,0,1,0,0,0,0
"1953","CASH_IN",103168.7,2020693.52,2123862.22,928772.66,825603.96,0,1,0,0,0,0
"1954","CASH_IN",120902.22,55153,176055.22,483064.8,362162.58,0,1,0,0,0,0
"1955","CASH_OUT",51589,11507,0,563231.05,614820.05,0,0,1,0,0,0
"1956","CASH_OUT",164277.56,0,0,334531.15,498808.71,0,0,1,0,0,0
"1957","PAYMENT",9934.75,36187,26252.25,0,0,0,0,0,0,1,0
"1958","TRANSFER",40662.77,0,0,373418,70162.87,0,0,0,0,0,1
"1959","CASH_OUT",39204.85,573263,534058.15,0,39204.85,0,0,1,0,0,0
"1960","CASH_IN",22958.5,314291.73,337250.24,190639.27,167680.77,0,1,0,0,0,0
"1961","CASH_OUT",74036.62,11507,0,0,74036.62,0,0,1,0,0,0
"1962","PAYMENT",81.91,0,0,0,0,0,0,0,0,1,0
"1963","CASH_OUT",11903.87,0,0,3538424.63,3550328.5,0,0,1,0,0,0
"1964","CASH_IN",152811.8,11214,164025.8,19575.93,0,0,1,0,0,0,0
"1965","PAYMENT",2336.04,1394,0,0,0,0,0,0,0,1,0
"1966","CASH_IN",8498.2,7974,16472.2,0,0,0,1,0,0,0,0
"1967","CASH_OUT",217981.99,17479,0,331942.04,384741.78,0,0,1,0,0,0
"1968","CASH_OUT",167555.89,0,0,575050.7,742606.59,0,0,1,0,0,0
"1969","CASH_IN",157429.57,2928275.79,3085705.35,3123744.76,3051009.81,0,1,0,0,0,0
"1970","PAYMENT",21702.27,50657,28954.73,0,0,0,0,0,0,1,0
"1971","CASH_OUT",39351.36,0,0,1471600.9,1510952.26,0,0,1,0,0,0
"1972","PAYMENT",11093.85,799576,788482.15,0,0,0,0,0,0,1,0
"1973","CASH_OUT",705709.96,16068,0,1324767.48,2030477.44,0,0,1,0,0,0
"1974","CASH_IN",69460.81,11593629.3,11663090.11,228592.38,159131.58,0,1,0,0,0,0
"1975","PAYMENT",12922.01,148544,135621.99,0,0,0,0,0,0,1,0
"1976","CASH_OUT",94480.09,0,0,3598984.55,3693464.64,0,0,1,0,0,0
"1977","CASH_OUT",196265.08,0,0,2294928.35,2491193.43,0,0,1,0,0,0
"1978","PAYMENT",7749.06,2549.84,0,0,0,0,0,0,0,1,0
"1979","PAYMENT",4332.63,142346,138013.37,0,0,0,0,0,0,1,0
"1980","CASH_OUT",454725.89,34465.02,0,543071.42,997797.31,0,0,1,0,0,0
"1981","CASH_IN",90969.02,11459,102428.02,121257.47,30288.45,0,1,0,0,0,0
"1982","PAYMENT",16230.8,54488,38257.2,0,0,0,0,0,0,1,0
"1983","CASH_OUT",211958.9,0,0,8589577.07,8801535.97,0,0,1,0,0,0
"1984","CASH_OUT",58750.48,64950.18,6199.7,3109152.19,3167902.67,0,0,1,0,0,0
"1985","PAYMENT",15258.49,0,0,0,0,0,0,0,0,1,0
"1986","PAYMENT",21200.37,0,0,0,0,0,0,0,0,1,0
"1987","PAYMENT",6035.31,113849,107813.69,0,0,0,0,0,0,1,0
"1988","PAYMENT",15424.29,0,0,0,0,0,0,0,0,1,0
"1989","CASH_OUT",195820.77,69414,0,90411,286231.77,0,0,1,0,0,0
"1990","PAYMENT",9582.34,40066,30483.66,0,0,0,0,0,0,1,0
"1991","PAYMENT",11314.28,601578.04,590263.76,0,0,0,0,0,0,1,0
"1992","CASH_IN",135856.32,12592,148448.32,171045.22,35188.89,0,1,0,0,0,0
"1993","CASH_OUT",27214.81,15448,0,0,27214.81,0,0,1,0,0,0
"1994","PAYMENT",13664.75,271,0,0,0,0,0,0,0,1,0
"1995","CASH_OUT",353256.96,473,0,0,353256.96,0,0,1,0,0,0
"1996","PAYMENT",30168.9,345,0,0,0,0,0,0,0,1,0
"1997","PAYMENT",7448.11,0,0,0,0,0,0,0,0,1,0
"1998","CASH_OUT",52165.73,0,0,1107876.2,1160041.93,0,0,1,0,0,0
"1999","TRANSFER",2030240.88,0,0,2093548.81,4123789.69,0,0,0,0,0,1
"2000","PAYMENT",3064.28,31413,28348.72,0,0,0,0,0,0,1,0
"2001","CASH_OUT",155964.69,352395,196430.31,0,155964.69,0,0,1,0,0,0
"2002","CASH_OUT",152779.93,0,0,1058309.5,1211089.44,0,0,1,0,0,0
"2003","PAYMENT",11957.74,0,0,0,0,0,0,0,0,1,0
"2004","CASH_OUT",323084.13,2549,0,2009208.07,2332292.21,0,0,1,0,0,0
"2005","CASH_OUT",20016.04,0,0,437055.91,457071.96,0,0,1,0,0,0
"2006","CASH_OUT",141243.6,0,0,450480.1,591723.7,0,0,1,0,0,0
"2007","PAYMENT",35.36,0,0,0,0,0,0,0,0,1,0
"2008","CASH_IN",5453.09,130,5583.09,80655.48,75202.4,0,1,0,0,0,0
"2009","CASH_IN",14003.07,2114840.55,2128843.62,343724.88,329721.81,0,1,0,0,0,0
"2010","PAYMENT",7742.98,0,0,0,0,0,0,0,0,1,0
"2011","CASH_OUT",180264.23,61452,0,0,180264.23,0,0,1,0,0,0
"2012","CASH_OUT",82072.85,12237,0,832339.29,914412.15,0,0,1,0,0,0
"2013","PAYMENT",2131.15,226101,223969.85,0,0,0,0,0,0,1,0
"2014","CASH_OUT",30429.78,0,0,763244.19,793673.97,0,0,1,0,0,0
"2015","PAYMENT",5321.36,95027.35,89705.99,0,0,0,0,0,0,1,0
"2016","CASH_IN",196499.77,649272,845771.77,562031.44,383725.72,0,1,0,0,0,0
"2017","CASH_IN",15817.93,11691,27508.93,0,0,0,1,0,0,0,0
"2018","PAYMENT",4633.72,55207,50573.28,0,0,0,0,0,0,1,0
"2019","CASH_IN",91382.72,400580,491962.72,888688,797305.28,0,1,0,0,0,0
"2020","CASH_OUT",89247.71,12866,0,0,89247.71,0,0,1,0,0,0
"2021","CASH_OUT",328548.72,119113,0,7955538.32,8284087.05,0,0,1,0,0,0
"2022","PAYMENT",15007.59,26184,11176.41,0,0,0,0,0,0,1,0
"2023","PAYMENT",23212.02,10380,0,0,0,0,0,0,0,1,0
"2024","TRANSFER",333082.71,333082.71,0,0,0,1,0,0,0,0,1
"2025","CASH_IN",311662.99,883,312545.99,690719.84,379056.85,0,1,0,0,0,0
"2026","CASH_OUT",35885.06,0,0,1754427.63,1790312.69,0,0,1,0,0,0
"2027","CASH_OUT",110936.09,88456.31,0,669660.92,780597.01,0,0,1,0,0,0
"2028","PAYMENT",2251,2070,0,0,0,0,0,0,0,1,0
"2029","PAYMENT",9515.4,0,0,0,0,0,0,0,0,1,0
"2030","CASH_IN",123751.77,19920,143671.77,61382.19,0,0,1,0,0,0,0
"2031","CASH_IN",111168.42,223,111391.42,406145.58,294977.16,0,1,0,0,0,0
"2032","CASH_OUT",222120.3,0,0,332357.06,554477.36,0,0,1,0,0,0
"2033","PAYMENT",29165.04,1006,0,0,0,0,0,0,0,1,0
"2034","CASH_OUT",56522.01,0,0,1938194.39,1994716.41,0,0,1,0,0,0
"2035","DEBIT",14149.13,224257,210107.87,8478137.7,8492286.83,0,0,0,1,0,0
"2036","PAYMENT",2401.2,619419.08,617017.88,0,0,0,0,0,0,1,0
"2037","PAYMENT",4968.92,0,0,0,0,0,0,0,0,1,0
"2038","CASH_OUT",467242.79,10122,0,4523534.45,4990777.24,0,0,1,0,0,0
"2039","PAYMENT",11232.82,48352.82,37120,0,0,0,0,0,0,1,0
"2040","PAYMENT",10377.03,0,0,0,0,0,0,0,0,1,0
"2041","CASH_OUT",388151.11,564371.34,176220.23,432996.71,821147.82,0,0,1,0,0,0
"2042","PAYMENT",5807.01,108154.73,102347.72,0,0,0,0,0,0,1,0
"2043","CASH_OUT",581086.7,0,0,805050.17,1386136.88,0,0,1,0,0,0
"2044","PAYMENT",4401.81,0,0,0,0,0,0,0,0,1,0
"2045","PAYMENT",18287.99,29843,11555.01,0,0,0,0,0,0,1,0
"2046","TRANSFER",177276.3,22661,0,0,177276.3,0,0,0,0,0,1
"2047","PAYMENT",8608.22,21515,12906.78,0,0,0,0,0,0,1,0
"2048","PAYMENT",13386.52,197,0,0,0,0,0,0,0,1,0
"2049","CASH_OUT",90326.21,75400,0,3021906.81,3112233.02,0,0,1,0,0,0
"2050","PAYMENT",6499.33,848553,842053.67,0,0,0,0,0,0,1,0
"2051","TRANSFER",610694.38,0,0,788140.63,2250424.48,0,0,0,0,0,1
"2052","TRANSFER",3048344.08,0,0,12497498.51,15545842.59,0,0,0,0,0,1
"2053","PAYMENT",2429.77,0,0,0,0,0,0,0,0,1,0
"2054","CASH_IN",311504.57,17761662.4,18073166.96,776620.8,465116.23,0,1,0,0,0,0
"2055","CASH_OUT",297959.37,100213,0,384980.54,682939.91,0,0,1,0,0,0
"2056","CASH_OUT",25278.12,0,0,2110630.58,2135908.7,0,0,1,0,0,0
"2057","CASH_OUT",39673.15,11045,0,2995635.31,3035308.45,0,0,1,0,0,0
"2058","PAYMENT",2297.51,11585,9287.49,0,0,0,0,0,0,1,0
"2059","CASH_OUT",59335.3,0,0,525592.15,584927.45,0,0,1,0,0,0
"2060","PAYMENT",2339.42,110021.33,107681.91,0,0,0,0,0,0,1,0
"2061","CASH_IN",98306.41,7288577,7386883.42,255784.71,157478.3,0,1,0,0,0,0
"2062","CASH_OUT",138881.91,11515,0,0,163522.17,0,0,1,0,0,0
"2063","CASH_OUT",167709,3335,0,0,167709,0,0,1,0,0,0
"2064","TRANSFER",501926.77,0,0,2103480.8,2605407.57,0,0,0,0,0,1
"2065","CASH_OUT",36178.65,1786,0,2016461.69,2052640.33,0,0,1,0,0,0
"2066","PAYMENT",9313.66,96768,87454.34,0,0,0,0,0,0,1,0
"2067","PAYMENT",7067.23,0,0,0,0,0,0,0,0,1,0
"2068","CASH_IN",147071.86,71930,219001.86,0,0,0,1,0,0,0,0
"2069","PAYMENT",4468.27,0,0,0,0,0,0,0,0,1,0
"2070","PAYMENT",30355.2,30662,306.8,0,0,0,0,0,0,1,0
"2071","PAYMENT",3837.86,9525,5687.14,0,0,0,0,0,0,1,0
"2072","PAYMENT",40126.32,9908,0,0,0,0,0,0,0,1,0
"2073","CASH_OUT",98840.35,245862.59,147022.24,1013345.47,1112185.82,0,0,1,0,0,0
"2074","CASH_OUT",77238.03,0,0,118554.8,195792.82,0,0,1,0,0,0
"2075","CASH_IN",153821.33,5162536.57,5316357.9,470389.71,316568.38,0,1,0,0,0,0
"2076","CASH_IN",285142.87,193944.87,479087.74,967346.99,682204.12,0,1,0,0,0,0
"2077","CASH_OUT",65163.2,0,0,922766.49,987929.69,0,0,1,0,0,0
"2078","CASH_OUT",82458.56,0,0,2390188.67,2472647.23,0,0,1,0,0,0
"2079","PAYMENT",4152.3,53521.79,49369.5,0,0,0,0,0,0,1,0
"2080","CASH_OUT",74057.87,0,0,3365214.97,3439272.85,0,0,1,0,0,0
"2081","CASH_IN",121679.63,91373.46,213053.1,686775.1,565095.47,0,1,0,0,0,0
"2082","CASH_IN",165762.6,3849854.86,4015617.46,273351.81,107589.22,0,1,0,0,0,0
"2083","CASH_OUT",322963.53,0,0,529575.15,852538.68,0,0,1,0,0,0
"2084","PAYMENT",1019.89,119,0,0,0,0,0,0,0,1,0
"2085","PAYMENT",51863.73,42135,0,0,0,0,0,0,0,1,0
"2086","CASH_OUT",87708.89,202512,114803.11,3149616.98,3237325.87,0,0,1,0,0,0
"2087","PAYMENT",1243.77,12096,10852.23,0,0,0,0,0,0,1,0
"2088","PAYMENT",8331.91,145903.92,137572.01,0,0,0,0,0,0,1,0
"2089","CASH_IN",23294.81,7090073.39,7113368.2,571220.33,547925.52,0,1,0,0,0,0
"2090","PAYMENT",10064.87,99036.67,88971.8,0,0,0,0,0,0,1,0
"2091","CASH_IN",376577.53,2228509.05,2605086.57,5389182.42,5012604.89,0,1,0,0,0,0
"2092","PAYMENT",185.56,0,0,0,0,0,0,0,0,1,0
"2093","CASH_IN",79682.6,1263,80945.6,34867.95,0,0,1,0,0,0,0
"2094","PAYMENT",14192.8,70642,56449.2,0,0,0,0,0,0,1,0
"2095","CASH_IN",150321.43,384545.09,534866.52,341126.83,190805.4,0,1,0,0,0,0
"2096","CASH_OUT",166959.62,0,0,172506.32,339465.95,0,0,1,0,0,0
"2097","CASH_OUT",286727.65,41963.48,0,3112175.14,3570800.51,0,0,1,0,0,0
"2098","CASH_IN",88225.07,5454727.32,5542952.39,324368.07,236143,0,1,0,0,0,0
"2099","PAYMENT",16898.77,10755,0,0,0,0,0,0,0,1,0
"2100","PAYMENT",10189.98,0,0,0,0,0,0,0,0,1,0
"2101","PAYMENT",2611.77,0,0,0,0,0,0,0,0,1,0
"2102","CASH_IN",392120.17,1743,393863.17,0,0,0,1,0,0,0,0
"2103","CASH_OUT",161646.63,0,0,2567268.69,2728915.33,0,0,1,0,0,0
"2104","CASH_OUT",126215.66,0,0,570064.35,696280.02,0,0,1,0,0,0
"2105","PAYMENT",34740.13,0,0,0,0,0,0,0,0,1,0
"2106","CASH_OUT",189295.78,30588,0,0,189295.78,0,0,1,0,0,0
"2107","PAYMENT",21219.9,0,0,0,0,0,0,0,0,1,0
"2108","CASH_IN",137558.31,16193659.76,16331218.08,207575.11,70016.8,0,1,0,0,0,0
"2109","CASH_IN",308001.89,2947,310948.89,101041.79,0,0,1,0,0,0,0
"2110","PAYMENT",4686.72,10967,6280.28,0,0,0,0,0,0,1,0
"2111","PAYMENT",18743.62,0,0,0,0,0,0,0,0,1,0
"2112","CASH_OUT",93469.02,597,0,103592.25,560328.07,0,0,1,0,0,0
"2113","PAYMENT",1058.18,386303.28,385245.1,0,0,0,0,0,0,1,0
"2114","PAYMENT",9393.07,0,0,0,0,0,0,0,0,1,0
"2115","CASH_OUT",117297.37,0,0,1352228.44,1469525.8,0,0,1,0,0,0
"2116","PAYMENT",16462.18,7801,0,0,0,0,0,0,0,1,0
"2117","CASH_IN",313358.76,20252,333610.76,1269123.01,955764.25,0,1,0,0,0,0
"2118","CASH_IN",115706.17,14251,129957.17,0,0,0,1,0,0,0,0
"2119","CASH_OUT",34845.56,0,0,3649408.14,3684253.7,0,0,1,0,0,0
"2120","PAYMENT",16364.65,4653,0,0,0,0,0,0,0,1,0
"2121","CASH_OUT",384825.82,4541,0,0,384825.82,0,0,1,0,0,0
"2122","CASH_IN",102040.14,7886840.86,7988881,830402.21,728362.07,0,1,0,0,0,0
"2123","PAYMENT",6796.53,5256,0,0,0,0,0,0,0,1,0
"2124","CASH_OUT",79083.81,0,0,2731354.18,2810437.99,0,0,1,0,0,0
"2125","PAYMENT",2786,101636,98850,0,0,0,0,0,0,1,0
"2126","PAYMENT",5625.35,30570,24944.65,0,0,0,0,0,0,1,0
"2127","CASH_OUT",213136.67,70999,0,558.75,213695.43,0,0,1,0,0,0
"2128","TRANSFER",1043558.19,0,0,6964341.47,8007899.66,0,0,0,0,0,1
"2129","CASH_IN",49165.07,8084818.97,8133984.04,805070.15,755905.08,0,1,0,0,0,0
"2130","CASH_OUT",164871.58,0,0,209495.05,374366.63,0,0,1,0,0,0
"2131","CASH_IN",425222.68,716906.62,1142129.3,671024.11,245801.43,0,1,0,0,0,0
"2132","CASH_IN",68090.67,7138318.79,7206409.47,415872.76,347782.08,0,1,0,0,0,0
"2133","CASH_IN",279989.01,274151.86,554140.86,590807.5,310818.5,0,1,0,0,0,0
"2134","PAYMENT",11395.37,0,0,0,0,0,0,0,0,1,0
"2135","CASH_IN",48870.73,5625368.07,5674238.79,669119.18,620248.46,0,1,0,0,0,0
"2136","CASH_OUT",114797.08,0,0,447161.91,777455.12,0,0,1,0,0,0
"2137","CASH_OUT",155290.39,21776.45,0,174767.44,330057.83,0,0,1,0,0,0
"2138","CASH_OUT",61062.36,698,0,3844022.19,3905084.55,0,0,1,0,0,0
"2139","PAYMENT",26702.12,9927,0,0,0,0,0,0,0,1,0
"2140","TRANSFER",344845.99,0,0,3459301.44,3804147.43,0,0,0,0,0,1
"2141","PAYMENT",17591.62,2180,0,0,0,0,0,0,0,1,0
"2142","CASH_OUT",16805.06,0,0,683042.09,699847.16,0,0,1,0,0,0
"2143","PAYMENT",4684.27,0,0,0,0,0,0,0,0,1,0
"2144","PAYMENT",28801.9,183501,154699.11,0,0,0,0,0,0,1,0
"2145","CASH_OUT",143587.68,9067,0,33302.22,176889.9,0,0,1,0,0,0
"2146","CASH_IN",70209.67,2677366.75,2747576.42,461634.45,391424.77,0,1,0,0,0,0
"2147","CASH_OUT",195554.12,0,0,365904.73,561458.85,0,0,1,0,0,0
"2148","TRANSFER",32219.81,96103.51,63883.7,100289,132508.81,0,0,0,0,0,1
"2149","CASH_OUT",189084.72,0,0,2443040.36,2632125.08,0,0,1,0,0,0
"2150","CASH_OUT",32850.25,69475,36624.75,2318.2,35168.45,0,0,1,0,0,0
"2151","PAYMENT",8201.95,21424,13222.05,0,0,0,0,0,0,1,0
"2152","PAYMENT",12741.69,585,0,0,0,0,0,0,0,1,0
"2153","PAYMENT",15064.3,795,0,0,0,0,0,0,0,1,0
"2154","CASH_OUT",6656.17,26736,20079.83,152020.08,158676.25,0,0,1,0,0,0
"2155","CASH_IN",73005.16,61339,134344.16,33039,165130.69,0,1,0,0,0,0
"2156","TRANSFER",802698.55,0,0,2079061.15,2881759.69,0,0,0,0,0,1
"2157","PAYMENT",26475.68,257154.78,230679.1,0,0,0,0,0,0,1,0
"2158","PAYMENT",9323.12,101940,92616.88,0,0,0,0,0,0,1,0
"2159","TRANSFER",1568735.89,0,0,1631564.58,3202546.41,0,0,0,0,0,1
"2160","CASH_OUT",471084.32,0,0,2239326.09,2710410.41,0,0,1,0,0,0
"2161","CASH_OUT",78499.28,547,0,0,78499.28,0,0,1,0,0,0
"2162","CASH_OUT",125163.5,10521,0,0,125163.5,0,0,1,0,0,0
"2163","CASH_OUT",57463.28,101681,44217.72,664899.19,722362.47,0,0,1,0,0,0
"2164","PAYMENT",42375.95,5017,0,0,0,0,0,0,0,1,0
"2165","PAYMENT",22837.93,251640,228802.07,0,0,0,0,0,0,1,0
"2166","PAYMENT",5105.44,234952.65,229847.22,0,0,0,0,0,0,1,0
"2167","CASH_OUT",71007.13,542,0,851984.62,922991.75,0,0,1,0,0,0
"2168","PAYMENT",18445.24,0,0,0,0,0,0,0,0,1,0
"2169","CASH_OUT",177842.9,0,0,4254405.68,4432248.58,0,0,1,0,0,0
"2170","CASH_OUT",6554.64,3307246.48,3300691.84,0,6554.64,0,0,1,0,0,0
"2171","PAYMENT",1278.08,31009,29730.92,0,0,0,0,0,0,1,0
"2172","PAYMENT",15494.67,100101,84606.33,0,0,0,0,0,0,1,0
"2173","TRANSFER",768908.28,117077.26,0,965859.09,1734767.37,0,0,0,0,0,1
"2174","TRANSFER",456817.81,235,0,49279.59,506097.4,0,0,0,0,0,1
"2175","PAYMENT",11052.01,22395,11342.99,0,0,0,0,0,0,1,0
"2176","PAYMENT",33223.67,132416.11,99192.44,0,0,0,0,0,0,1,0
"2177","CASH_IN",12933.38,5657914,5670847.38,322288.66,309355.28,0,1,0,0,0,0
"2178","CASH_IN",189876.9,752891.78,942768.68,526143.43,336266.53,0,1,0,0,0,0
"2179","PAYMENT",8829.58,6394,0,0,0,0,0,0,0,1,0
